Country,Code,Year,polity,Size of Govt,Law & Prop.Rights,Sound Money,Export trade freedom,Regulations,Use of IMF credit (current USD) per capita,foreign net aid in USD per capita,GDP growth percent,GDP per capita in USD,Net secondary education enrollment,Gross tertiary education enrollment percent, Random seed
Spain,ESP,2000,10,6.25,7.54,9.44,9.00,7.00,0.00,0.00,4.31,14787.76,89.68,58.74,0.12
Cyprus,CYP,2011,10,7.00,6.77,9.50,8.11,6.71,0.00,0.00,-2.04,31836.62,89.68,46.54,0.26
Hungary,HUN,2004,10,4.67,6.31,9.28,8.44,7.39,0.00,29.88,4.48,10254.24,89.70,60.15,0.09
Ireland,IRL,2002,10,5.47,7.41,9.64,9.04,7.82,0.00,0.00,10.23,32537.96,89.73,53.36,0.12
New Zealand,NZL,1995,10,7.46,9.17,9.75,8.96,8.86,0.00,0.00,6.41,17400.34,89.82,58.25,0.83
Denmark,DNK,2009,10,3.41,8.52,9.49,8.33,8.18,0.00,0.00,0.82,57895.50,89.83,74.26,0.63
Ireland,IRL,2000,10,6.13,8.97,9.43,9.20,7.30,0.00,0.00,8.91,26236.37,89.88,50.05,0.35
Hungary,HUN,2006,10,4.24,6.72,9.48,8.04,7.10,0.00,0.00,4.94,11392.07,89.91,67.62,0.34
Hungary,HUN,2007,10,4.65,6.65,9.11,7.93,7.26,0.00,0.00,4.35,13830.83,89.92,67.35,0.42
Hungary,HUN,2005,10,4.64,6.66,9.44,7.97,7.31,0.00,0.00,3.84,11155.96,89.93,65.10,0.30
Croatia,HRV,2005,9,4.55,5.34,8.20,7.50,6.86,0.00,27.79,5.56,10224.24,89.99,44.53,0.06
Armenia,ARM,2007,5,7.85,5.71,8.98,7.53,7.19,99.38,117.14,13.87,3080.97,90.14,44.32,0.32
Denmark,DNK,2010,10,3.73,8.67,9.60,8.38,8.15,0.00,0.00,-0.72,57647.67,90.14,73.58,0.22
Hungary,HUN,2008,10,5.10,6.30,9.25,7.86,7.34,0.00,0.00,3.81,15649.72,90.20,64.48,0.15
Netherlands,NLD,2012,10,3.59,8.15,9.52,8.47,7.55,0.00,0.00,1.40,49474.71,90.22,77.34,0.02
Poland,POL,2000,9,5.75,6.50,7.49,7.35,6.20,0.00,36.42,4.98,4492.73,90.30,50.29,0.54
Poland,POL,2004,10,5.34,5.55,9.15,7.33,6.80,0.00,39.87,1.44,6639.96,90.33,61.23,0.37
Netherlands,NLD,2002,10,4.08,8.41,9.51,9.04,7.65,0.00,0.00,4.24,28817.32,90.33,55.47,0.82
Poland,POL,2011,10,5.46,6.44,9.53,7.34,7.31,0.00,0.00,2.63,13891.14,90.37,73.51,0.93
Bahrain,BHR,2000,-9,6.80,6.54,9.12,8.71,7.26,0.00,90.62,4.79,13590.52,90.40,,0.93
Poland,POL,2012,10,5.79,6.36,9.55,7.35,7.48,0.00,0.00,3.70,13142.05,90.49,73.19,0.39
Ukraine,UKR,2000,6,4.59,4.81,2.24,6.43,4.84,76.85,10.95,-1.90,635.71,90.57,48.73,0.09
Hungary,HUN,2003,10,4.63,6.41,9.33,8.28,6.81,0.00,25.81,3.85,8391.14,90.57,52.29,0.38
France,FRA,2001,9,3.84,7.12,9.63,8.70,6.56,0.00,0.00,3.41,22527.32,90.63,55.85,0.53
Italy,ITA,2002,10,5.68,6.70,9.57,8.53,6.62,0.00,0.00,3.71,22205.84,90.63,54.52,0.91
Estonia,EST,2012,9,5.91,7.24,8.84,8.24,7.82,0.00,0.00,2.46,17490.99,90.65,76.68,0.35
France,FRA,2000,9,3.56,8.09,9.59,9.02,7.31,0.00,0.00,3.56,22465.64,90.68,56.90,0.34
Bahrain,BHR,2001,-8,6.79,6.54,8.80,8.67,7.14,0.00,101.90,4.30,12917.40,90.68,,0.56
Hungary,HUN,2009,10,5.01,6.39,9.53,7.95,7.47,0.00,0.00,0.43,12948.08,90.72,61.71,0.89
Kazakhstan,KAZ,2000,-4,6.77,4.45,3.66,6.18,4.64,30.08,12.71,-1.90,1229.00,90.74,32.45,0.41
Poland,POL,2010,10,5.35,6.33,9.39,7.42,7.01,0.00,0.00,3.92,12597.46,90.84,73.52,0.01
Ukraine,UKR,2001,6,4.13,4.20,4.55,6.02,4.56,73.06,10.53,-0.20,780.74,90.93,51.98,0.73
Greece,GRC,2007,10,6.38,6.44,9.61,7.71,6.12,0.00,0.00,0.60,28531.57,91.01,91.39,0.29
Slovenia,SVN,2006,10,5.01,6.26,9.10,7.87,6.89,0.00,0.00,4.35,19726.13,91.03,83.14,0.56
Ireland,IRL,2003,10,5.90,7.48,9.66,8.99,8.02,0.00,0.00,5.83,41170.07,91.03,54.19,0.00
Denmark,DNK,2002,10,3.60,8.74,9.74,9.07,8.15,0.00,0.00,3.75,33228.69,91.10,63.54,0.89
Poland,POL,2001,9,5.70,5.78,7.82,7.06,5.84,0.00,25.11,4.52,4981.20,91.11,55.45,0.65
Denmark,DNK,2012,10,3.79,7.98,9.61,8.20,7.92,0.00,0.00,1.63,57636.13,91.14,79.60,0.48
Netherlands,NLD,1995,10,4.78,9.11,9.70,9.27,6.96,0.00,0.00,1.26,28884.71,91.18,46.06,0.78
Poland,POL,2009,10,5.63,6.28,9.32,7.42,7.07,0.00,0.00,7.20,11440.58,91.21,71.19,0.00
Italy,ITA,2003,10,5.57,5.75,9.54,8.42,6.70,0.00,0.00,1.77,27399.10,91.25,57.75,0.53
Denmark,DNK,2011,10,4.03,8.16,9.67,8.29,8.05,0.00,0.00,-5.09,61304.06,91.26,76.80,0.83
Denmark,DNK,2004,10,4.20,8.72,9.65,8.97,8.46,0.00,0.00,0.47,46487.51,91.26,74.44,0.01
Spain,ESP,2001,10,6.46,6.27,9.49,8.65,6.95,0.00,0.00,4.48,15359.11,91.28,60.78,0.51
Italy,ITA,2012,10,5.40,5.93,9.66,7.61,7.29,0.00,0.00,1.71,34844.50,91.35,62.47,0.41
Slovenia,SVN,2000,10,4.92,7.29,7.49,7.84,6.19,0.00,30.57,3.29,10227.73,91.35,55.11,0.27
New Zealand,NZL,2002,10,6.22,8.72,9.41,9.08,8.54,0.00,0.00,2.76,16895.45,91.43,67.24,0.96
Kazakhstan,KAZ,2013,-6,7.67,6.11,8.97,5.64,7.89,31.07,5.36,7.50,13611.54,91.46,55.30,0.68
Lithuania,LTU,2000,10,5.45,6.48,7.09,7.95,6.01,0.00,27.95,7.47,3297.35,91.47,50.63,0.29
Sweden,SWE,2011,10,3.75,8.23,9.63,8.00,7.87,0.00,0.00,-5.18,59593.68,91.49,73.95,0.93
Italy,ITA,2007,10,5.77,5.96,9.52,7.88,6.83,0.00,0.00,0.95,37716.45,91.55,66.27,0.75
France,FRA,2002,9,3.96,7.29,9.61,8.86,7.03,0.00,0.00,3.88,24275.24,91.57,53.70,0.82
Denmark,DNK,2013,10,3.79,8.09,9.77,8.16,8.11,0.00,0.00,1.15,59818.63,91.60,82.44,0.01
Denmark,DNK,2005,10,3.81,8.99,9.49,8.54,8.60,0.00,0.00,0.39,48816.84,91.64,80.43,0.14
Spain,ESP,2002,10,5.95,6.34,9.59,8.54,6.96,0.00,0.00,5.29,17019.54,91.65,62.13,0.09
Greece,GRC,2005,10,6.77,6.74,9.56,7.75,6.07,0.00,0.00,5.79,22337.05,91.66,90.21,0.16
Georgia,GEO,2013,7,7.67,6.19,8.92,8.45,7.91,129.36,145.48,7.20,3596.91,91.66,33.05,0.05
Cyprus,CYP,2002,10,6.94,8.48,8.27,6.04,6.05,0.00,34.95,5.67,15988.28,91.67,25.10,0.56
Slovenia,SVN,2005,10,4.91,6.09,8.79,7.92,7.06,0.00,0.00,2.84,18169.18,91.70,79.71,0.11
Hungary,HUN,2010,10,4.94,6.34,9.60,7.95,7.57,0.00,0.00,0.84,13009.35,91.72,60.38,0.37
Latvia,LVA,2008,8,5.73,6.56,8.90,8.18,7.49,0.00,0.00,11.90,16323.77,91.77,77.27,0.48
Saudi Arabia,SAU,2013,-10,5.00,7.17,7.87,6.78,7.91,0.00,0.00,9.96,24646.02,91.83,57.52,0.17
Cyprus,CYP,2012,10,6.92,6.45,9.52,7.64,6.80,0.00,0.00,1.39,28868.27,91.83,45.86,0.84
Poland,POL,2008,10,5.59,5.84,9.21,7.50,6.92,0.00,0.00,6.19,13906.22,91.85,69.36,0.39
Poland,POL,2002,10,5.40,5.63,8.00,7.35,6.79,0.00,23.07,4.26,5196.93,91.88,58.40,0.87
Italy,ITA,2011,10,5.30,5.91,9.66,7.74,7.30,0.00,0.00,-5.48,38364.94,91.89,63.86,0.67
United Kingdom,GBR,2007,10,6.29,7.64,9.44,8.69,8.04,0.00,0.00,3.00,48428.16,91.92,58.69,0.25
Slovenia,SVN,2008,10,4.73,6.31,9.42,7.87,7.09,0.00,0.00,5.66,27501.81,91.93,85.55,0.16
Italy,ITA,2005,10,5.92,6.23,9.52,8.03,7.14,0.00,0.00,0.15,31973.93,91.95,63.97,0.65
Spain,ESP,2003,10,6.73,6.49,9.61,8.86,6.91,0.00,0.00,4.00,21495.71,91.99,64.06,0.20
Slovenia,SVN,2001,10,5.02,7.02,8.87,7.94,5.87,0.00,63.08,5.27,10479.30,91.99,60.33,0.17
Estonia,EST,2004,9,6.69,6.79,9.53,8.99,7.89,0.00,99.39,6.08,8850.47,92.00,66.77,0.41
Bahrain,BHR,1995,-9,6.18,6.60,9.43,7.02,6.84,0.00,177.16,12.87,10376.36,92.00,16.59,0.22
Hungary,HUN,2011,10,5.64,6.18,9.61,7.72,7.63,0.00,0.00,-6.56,14032.77,92.02,59.51,0.95
Slovenia,SVN,2004,10,5.04,5.63,8.75,8.02,7.14,0.00,31.26,3.84,17260.90,92.12,72.68,0.51
Poland,POL,2013,10,5.76,6.35,9.61,7.46,7.26,0.00,0.00,5.01,13776.45,92.13,71.55,0.64
Poland,POL,2003,10,5.35,5.15,8.18,7.17,6.68,0.00,31.04,1.21,5693.38,92.14,59.84,0.86
Netherlands,NLD,2013,10,3.70,8.03,9.66,8.38,7.63,0.00,0.00,1.66,51425.08,92.16,,0.63
Hungary,HUN,2012,10,5.72,6.14,9.52,7.63,7.50,0.00,0.00,0.74,12819.71,92.17,59.63,0.10
France,FRA,2003,9,3.94,7.05,9.59,8.76,7.20,0.00,0.00,1.95,29691.18,92.19,54.19,0.62
Slovenia,SVN,2009,10,4.57,6.45,9.63,7.63,6.96,0.00,0.00,6.94,24633.80,92.24,86.12,0.56
Slovenia,SVN,2007,10,4.78,6.20,9.25,7.92,6.99,0.00,0.00,4.00,23841.32,92.26,84.91,0.69
Hungary,HUN,2013,10,5.45,6.17,9.49,7.62,7.51,0.00,0.00,1.76,13585.43,92.27,56.70,0.81
Italy,ITA,2004,10,5.60,5.95,9.56,8.38,6.94,0.00,0.00,0.25,31188.62,92.28,61.53,0.18
France,FRA,2004,9,4.06,7.12,9.61,8.59,7.50,0.00,0.00,1.12,33874.74,92.29,54.01,0.62
Poland,POL,2007,10,5.25,5.61,9.22,7.46,6.99,0.00,0.00,3.55,11247.55,92.33,66.69,0.83
Finland,FIN,1995,10,2.69,9.28,9.55,9.18,6.90,0.00,0.00,-0.73,26273.47,92.34,67.49,0.89
Finland,FIN,2012,10,4.44,8.90,9.44,8.35,7.60,0.00,0.00,2.99,47415.56,92.38,93.72,0.13
Italy,ITA,2006,10,5.99,6.08,9.42,7.95,6.87,0.00,0.00,1.58,33426.17,92.48,65.84,0.44
Croatia,HRV,2008,9,5.17,5.82,8.09,7.57,7.20,0.00,54.48,4.79,15893.86,92.51,50.54,0.15
Poland,POL,2006,10,5.09,6.23,9.31,7.31,6.85,0.00,0.00,5.14,8999.74,92.52,65.19,0.54
Poland,POL,2005,10,5.40,5.63,9.27,7.28,6.98,0.00,0.00,3.56,7976.07,92.53,63.60,0.08
United Kingdom,GBR,2006,10,6.26,7.98,9.40,8.75,8.21,0.00,0.00,2.49,42534.31,92.54,58.92,0.36
Greece,GRC,2006,10,6.32,6.70,9.53,7.76,6.15,0.00,0.00,5.06,24561.38,92.55,94.97,0.06
Guyana,GUY,2011,6,5.00,4.43,7.80,7.01,7.63,240.85,210.05,3.32,3408.73,92.56,12.17,0.87
Slovenia,SVN,2002,10,5.08,6.22,8.74,7.77,6.43,0.00,26.45,4.16,11814.10,92.64,66.30,0.77
Sweden,SWE,2012,10,3.40,8.16,9.72,7.87,7.91,0.00,0.00,5.99,57134.08,92.76,70.03,0.90
Lithuania,LTU,2001,10,5.63,5.06,7.84,8.45,5.70,0.00,40.40,-1.13,3530.15,92.76,56.60,0.58
Italy,ITA,2009,10,4.77,5.82,9.58,7.85,6.80,0.00,0.00,1.47,36995.11,92.78,65.39,0.68
Cyprus,CYP,2003,10,6.87,6.97,8.23,7.17,6.15,0.00,14.42,3.58,20110.12,92.80,31.96,0.92
Slovenia,SVN,2010,10,4.29,6.20,8.30,7.62,6.38,0.00,0.00,3.30,23438.87,92.89,88.47,0.42
Slovenia,SVN,2003,10,4.99,5.81,8.95,7.89,6.90,0.00,33.17,2.95,14880.47,92.95,69.15,0.72
Finland,FIN,2011,10,4.52,8.91,9.48,8.45,7.67,0.00,0.00,-8.27,50787.56,92.96,95.54,0.21
Cyprus,CYP,2004,10,6.96,7.22,9.55,8.43,6.45,0.00,58.93,3.22,23578.43,93.01,35.86,0.38
Estonia,EST,2011,9,6.09,7.26,8.94,8.31,7.79,0.00,0.00,-14.72,17453.75,93.04,74.71,0.72
Sweden,SWE,2010,10,3.47,8.38,9.64,8.24,7.81,0.00,0.00,-0.56,52076.43,93.07,74.63,0.56
Ireland,IRL,2004,10,5.85,7.82,9.71,9.03,8.24,0.00,0.00,5.94,47641.01,93.12,56.17,0.48
Croatia,HRV,2011,9,4.78,5.65,9.51,7.56,7.03,0.00,0.07,-7.38,14542.18,93.16,58.81,0.42
Bahrain,BHR,2011,-8,6.84,6.81,8.55,7.89,8.71,0.00,0.00,2.54,22238.71,93.23,36.55,0.61
Slovenia,SVN,2011,10,4.49,6.22,8.29,7.47,6.37,0.00,0.00,-7.80,24983.69,93.23,85.09,0.87
Spain,ESP,2004,10,6.70,6.37,9.62,8.69,7.32,0.00,0.00,2.88,24918.65,93.24,65.80,0.11
Italy,ITA,2008,10,5.71,5.70,9.48,7.80,6.80,0.00,0.00,2.01,40659.67,93.28,65.60,0.57
Slovenia,SVN,2012,10,4.61,6.12,8.25,7.36,6.49,0.00,0.00,1.24,22477.60,93.30,86.02,0.46
Finland,FIN,2010,10,4.48,8.85,9.62,8.13,7.54,0.00,0.00,0.72,46205.17,93.57,94.05,0.95
Kazakhstan,KAZ,2012,-6,7.44,6.21,8.46,5.49,7.92,31.45,7.72,7.30,12120.31,93.58,56.29,0.17
Croatia,HRV,2010,9,4.65,5.76,8.42,7.63,6.95,0.00,34.11,2.05,13509.19,93.59,55.83,0.22
Croatia,HRV,2012,9,4.84,5.68,9.56,7.65,6.98,0.00,0.00,-1.70,13235.98,93.67,61.63,0.39
Spain,ESP,2008,10,5.98,6.68,9.53,7.76,6.90,0.00,0.00,4.17,35578.74,93.80,70.71,0.17
Spain,ESP,2007,10,6.34,6.93,9.57,7.82,7.08,0.00,0.00,3.72,32709.40,93.83,68.99,0.76
Italy,ITA,2010,10,5.23,5.95,9.66,7.83,7.07,0.00,0.00,-1.05,35877.87,93.89,64.27,0.87
Denmark,DNK,2003,10,4.15,8.92,9.73,9.11,8.05,0.00,0.00,0.82,40458.77,93.98,67.54,0.77
Finland,FIN,2013,10,4.41,8.85,9.55,7.84,7.39,0.00,0.00,2.57,49492.83,93.99,91.94,0.86
Cyprus,CYP,2006,10,7.45,7.43,9.19,7.98,5.86,0.00,0.00,4.38,26455.13,94.06,33.42,0.29
United Kingdom,GBR,2008,10,5.52,7.81,9.41,8.60,7.93,0.00,0.00,2.66,45195.16,94.10,57.25,0.31
Cyprus,CYP,2005,10,7.45,7.43,9.35,8.04,5.93,0.00,0.00,2.79,24738.01,94.10,33.22,0.84
Finland,FIN,2009,10,4.45,8.75,9.55,8.17,7.47,0.00,0.00,5.18,47107.16,94.12,91.75,0.52
Spain,ESP,2009,10,5.39,6.67,9.57,7.86,6.57,0.00,0.00,3.77,32333.47,94.13,73.18,0.07
United Kingdom,GBR,1995,10,5.42,8.84,9.60,9.03,8.14,0.00,0.00,2.65,21330.28,94.14,47.92,0.76
Spain,ESP,2006,10,6.56,6.83,9.49,7.88,7.12,0.00,0.00,3.17,28482.61,94.17,68.00,0.04
Norway,NOR,2002,10,3.09,8.17,9.01,7.76,7.27,0.00,0.00,3.21,43061.15,94.22,73.38,0.10
Estonia,EST,2010,9,5.94,7.29,9.43,8.41,7.69,0.00,0.00,-5.42,14641.40,94.24,71.65,0.81
"Korea, South",KOR,2002,8,6.38,6.55,9.23,7.40,6.33,0.00,-1.72,8.83,12788.58,94.25,85.75,0.09
Finland,FIN,2001,10,4.99,9.25,9.62,9.12,7.07,0.00,0.00,4.44,24913.24,94.32,84.43,0.85
Spain,ESP,2005,10,6.57,6.73,9.58,7.94,7.30,0.00,0.00,3.19,26510.72,94.33,66.62,0.04
United Kingdom,GBR,2000,10,6.63,9.29,9.31,9.42,8.36,0.00,0.00,3.38,26400.66,94.38,58.09,0.28
Ireland,IRL,2005,10,6.64,7.71,9.65,8.91,8.19,0.00,0.00,3.84,50815.64,94.38,56.37,0.67
Norway,NOR,2001,10,3.18,8.34,8.89,8.41,6.75,0.00,0.00,2.01,38549.59,94.40,70.28,0.28
Slovenia,SVN,2013,10,4.44,5.99,8.40,7.32,6.05,0.00,0.00,0.65,23144.12,94.44,84.41,0.41
Finland,FIN,2002,10,4.50,9.06,9.63,8.92,7.44,0.00,0.00,5.63,26834.03,94.54,84.96,0.73
Finland,FIN,2000,10,4.50,9.49,9.55,9.28,7.35,0.00,0.00,5.43,24253.25,94.61,82.44,0.31
United Kingdom,GBR,2012,10,5.28,7.83,9.76,8.55,7.73,0.00,0.00,1.54,41294.51,94.63,61.88,0.79
Sweden,SWE,2013,10,3.39,7.86,9.80,7.75,7.86,0.00,0.00,2.66,60283.25,94.64,64.90,0.32
"Korea, South",KOR,2003,8,6.81,6.82,9.42,7.35,6.29,0.00,-9.64,4.53,14219.19,94.64,87.77,0.40
New Zealand,NZL,2009,10,4.73,8.65,9.70,8.73,8.63,0.00,0.00,2.96,27998.57,94.65,82.73,0.15
Lithuania,LTU,2002,10,5.16,5.69,9.38,8.24,6.76,0.00,38.69,3.83,4146.99,94.69,61.27,0.08
United Kingdom,GBR,2001,10,6.36,9.23,9.52,9.26,8.01,0.00,0.00,3.11,25980.22,94.72,58.88,0.77
New Zealand,NZL,2010,10,4.91,8.69,9.65,8.67,8.48,0.00,0.00,-1.62,33394.07,94.75,82.56,0.97
"Korea, South",KOR,2008,8,6.92,6.76,9.47,7.51,6.64,0.00,0.00,5.18,20474.89,94.76,101.76,0.81
Norway,NOR,2000,10,3.25,8.85,9.03,8.47,6.79,0.00,0.00,2.62,38146.72,94.78,69.34,0.96
Estonia,EST,2005,9,6.99,7.24,9.43,8.46,7.68,0.00,0.00,7.42,10338.32,94.81,68.45,0.73
United Kingdom,GBR,2004,10,6.32,8.36,9.43,8.88,8.56,0.00,0.00,2.49,38305.87,94.88,58.98,0.75
Norway,NOR,2012,10,5.06,8.59,9.44,7.37,7.14,0.00,0.00,0.60,101563.70,94.89,74.10,0.61
Qatar,QAT,2011,-10,6.45,7.86,8.08,7.77,7.19,0.00,0.00,11.96,89115.90,94.95,11.69,0.84
Sweden,SWE,2001,10,3.50,8.61,9.71,8.78,6.44,0.00,0.00,4.53,26969.24,94.95,70.30,0.52
Spain,ESP,2011,10,5.65,6.85,9.68,7.81,7.01,0.00,0.00,-3.57,31832.24,95.00,82.62,0.18
"Korea, South",KOR,2004,8,6.74,6.84,9.53,7.47,6.77,0.00,-1.44,7.43,15921.94,95.02,90.26,0.67
Finland,FIN,2008,10,5.15,8.80,9.47,8.13,7.42,0.00,0.00,4.06,53401.31,95.04,95.02,0.28
Spain,ESP,2010,10,5.40,6.76,9.67,7.87,6.67,0.00,0.00,1.12,30737.83,95.08,78.09,0.21
"Korea, South",KOR,2001,8,6.25,6.35,9.32,7.55,6.02,0.00,-2.35,10.73,11255.95,95.08,82.73,0.44
Cyprus,CYP,2007,10,7.32,7.20,9.36,8.32,7.15,0.00,0.00,3.86,30915.49,95.10,36.17,0.22
Finland,FIN,2003,10,4.46,8.98,9.63,8.93,7.55,0.00,0.00,2.58,32816.16,95.11,87.08,0.66
Croatia,HRV,2009,9,5.13,5.78,8.49,7.59,7.02,0.00,38.12,5.15,14157.14,95.13,50.44,0.22
Norway,NOR,2013,10,5.04,8.59,9.42,7.33,7.20,0.00,0.00,0.97,102832.26,95.14,77.86,0.64
Portugal,PRT,2013,10,5.35,6.99,9.86,7.79,7.10,0.00,0.00,-1.83,21618.74,95.16,65.95,0.49
"Korea, South",KOR,2007,8,6.98,7.28,9.63,7.72,6.76,0.00,0.00,3.92,23101.51,95.16,100.81,0.51
Sweden,SWE,2009,10,3.25,8.41,9.57,8.26,7.46,0.00,0.00,3.40,46207.06,95.18,71.39,0.39
Norway,NOR,2003,10,4.46,8.98,8.98,8.25,7.51,0.00,0.00,2.09,50111.65,95.19,79.12,0.62
Finland,FIN,2004,10,4.42,8.68,9.66,8.82,7.78,0.00,0.00,1.68,37636.11,95.27,89.67,0.64
Estonia,EST,2009,9,5.46,7.26,9.51,8.42,7.66,0.00,0.00,7.75,14726.31,95.27,69.21,0.16
"Korea, South",KOR,2006,8,6.62,7.48,9.54,7.55,7.03,0.00,0.00,4.90,20917.03,95.28,97.51,0.29
Ireland,IRL,2006,10,6.48,7.76,9.52,8.78,7.91,0.00,0.00,4.41,54285.75,95.29,57.75,0.19
United Kingdom,GBR,2003,10,6.45,8.60,9.41,9.22,8.38,0.00,0.00,2.76,32575.09,95.29,61.66,0.60
United Kingdom,GBR,2002,10,6.58,8.54,9.48,9.13,8.30,0.00,0.00,3.80,28301.21,95.45,62.16,0.88
"Korea, South",KOR,2000,8,6.26,5.97,8.27,7.27,6.26,0.00,-4.22,-5.71,11947.58,95.46,78.83,0.01
United Kingdom,GBR,2005,10,6.29,8.27,9.45,8.79,8.50,0.00,0.00,3.34,40047.91,95.52,58.68,0.79
France,FRA,2006,9,4.11,7.50,9.51,8.18,7.26,0.00,0.00,2.79,36544.51,95.52,53.85,0.34
Cyprus,CYP,2009,10,7.26,6.95,9.42,8.23,6.49,0.00,0.00,4.89,31673.46,95.53,52.00,0.03
Norway,NOR,2011,10,5.07,8.61,9.37,7.30,7.13,0.00,0.00,-1.62,100575.12,95.54,73.09,0.72
Sweden,SWE,2000,10,3.67,9.02,9.84,8.91,7.17,0.00,0.00,4.23,29283.01,95.56,67.11,0.10
"Korea, South",KOR,2011,8,6.84,6.64,9.47,7.60,6.86,0.00,0.00,0.71,24155.83,95.61,100.80,0.03
France,FRA,2007,9,4.98,7.60,9.58,8.21,7.19,0.00,0.00,1.61,41600.58,95.61,53.30,0.03
Sweden,SWE,1995,10,2.60,8.85,9.54,9.28,6.33,0.00,0.00,-2.07,29914.33,95.63,42.42,0.12
Spain,ESP,2012,10,5.68,6.70,9.74,7.72,6.64,0.00,0.00,0.01,28647.84,95.63,84.57,0.27
France,FRA,2010,9,4.66,7.43,9.67,8.09,7.05,0.00,0.00,0.20,40705.77,95.64,56.06,0.29
Norway,NOR,2010,10,5.05,8.65,9.32,7.29,7.00,0.00,0.00,0.38,87646.27,95.70,72.79,0.32
"Korea, South",KOR,2005,8,6.66,6.90,9.53,7.21,7.01,0.00,0.00,2.93,18657.52,95.71,93.48,0.05
"Korea, South",KOR,2009,8,6.57,6.51,9.49,7.57,6.77,0.00,0.00,5.46,18338.71,95.73,101.57,0.52
France,FRA,2009,9,4.72,7.47,9.66,8.15,7.07,0.00,0.00,2.36,41631.13,95.74,53.76,0.01
France,FRA,2005,9,4.11,7.19,9.58,8.22,7.47,0.00,0.00,0.82,34879.73,95.75,53.92,0.18
France,FRA,2011,9,4.44,7.26,9.63,7.99,7.12,0.00,0.00,-2.94,43807.48,95.76,57.06,0.99
France,FRA,2008,9,4.93,7.34,9.54,8.12,7.20,0.00,0.00,2.37,45413.07,95.77,53.19,0.92
Cyprus,CYP,2008,10,7.32,7.09,9.30,8.20,7.22,0.00,0.00,4.52,34950.35,95.80,42.62,0.86
Norway,NOR,2009,10,4.74,8.76,9.24,7.46,7.26,0.00,0.00,2.93,80017.78,95.91,72.59,0.63
Estonia,EST,2008,9,6.27,7.33,9.08,8.43,7.51,0.00,0.00,10.27,18094.55,95.93,68.21,0.54
Spain,ESP,2013,10,5.70,6.44,9.86,7.61,6.73,0.00,0.00,-1.00,29370.66,95.96,85.93,0.17
Finland,FIN,2005,10,4.47,9.07,9.58,8.35,7.83,0.00,0.00,1.99,38969.17,95.96,91.84,0.21
Finland,FIN,2007,10,5.22,9.14,9.51,8.20,7.43,0.00,0.00,2.78,48288.55,95.97,93.95,0.52
"Korea, South",KOR,2013,8,6.87,6.22,9.60,7.36,6.86,0.00,0.00,3.68,25997.88,95.98,98.38,0.77
"Korea, South",KOR,2010,8,6.85,6.50,9.58,7.60,6.82,0.00,0.00,2.83,22151.21,96.03,100.96,0.69
Norway,NOR,2004,10,5.06,8.58,8.99,7.94,7.54,0.00,0.00,1.44,57570.27,96.23,79.28,0.31
Estonia,EST,2006,9,7.03,7.20,9.32,8.47,7.68,0.00,0.00,6.29,12595.41,96.26,68.62,0.08
Estonia,EST,2007,9,6.59,7.33,9.20,8.49,7.54,0.00,0.00,9.37,16586.41,96.32,68.82,0.20
Lithuania,LTU,2013,10,7.15,6.30,9.15,7.56,7.91,0.00,0.00,6.04,15692.01,96.35,69.96,0.06
Belgium,BEL,2013,8,3.91,7.13,9.78,7.88,7.59,0.00,0.00,1.80,46625.32,96.35,72.11,1.00
Finland,FIN,2006,10,5.03,9.11,9.52,8.22,7.40,0.00,0.00,3.93,41120.68,96.36,93.29,0.42
Lithuania,LTU,2003,10,5.43,6.28,9.24,8.16,6.75,0.00,109.71,6.52,5505.54,96.41,68.02,0.66
Kazakhstan,KAZ,2006,-6,8.33,5.82,6.96,6.08,7.59,33.77,11.39,9.60,5291.58,96.47,59.60,0.89
United Kingdom,GBR,2011,10,5.23,7.97,9.56,8.68,7.61,0.00,0.00,-4.19,41020.38,96.54,61.17,0.59
France,FRA,2012,9,4.22,7.16,9.66,7.94,7.12,0.00,0.00,1.97,40850.35,96.66,58.30,0.11
Norway,NOR,2008,10,5.55,8.82,9.30,7.37,7.10,0.00,0.00,2.40,96880.51,96.71,72.26,0.57
New Zealand,NZL,2011,10,5.50,8.79,9.56,8.66,8.15,0.00,0.00,-0.25,37896.85,96.73,80.78,0.45
United Kingdom,GBR,2009,10,5.68,7.98,9.50,8.74,7.29,0.00,0.00,2.59,37166.28,96.78,58.99,0.42
Lithuania,LTU,2012,10,7.11,6.39,8.88,7.60,7.81,0.00,0.00,1.64,14342.52,96.82,73.95,0.50
Norway,NOR,2005,10,5.69,8.97,9.20,7.38,7.42,0.00,0.00,0.92,66775.39,96.88,78.57,0.11
New Zealand,NZL,2012,10,5.58,8.76,9.62,8.51,8.66,0.00,0.00,1.44,39504.96,96.96,79.78,0.80
Lithuania,LTU,2007,10,6.96,6.80,8.80,8.00,7.17,0.00,0.00,7.73,12297.92,97.03,78.44,0.79
Lithuania,LTU,2008,10,6.92,6.53,8.69,7.93,6.96,0.00,0.00,7.41,14961.57,97.15,80.40,0.42
Ireland,IRL,2007,10,5.91,7.87,9.59,8.85,7.92,0.00,0.00,6.33,61313.58,97.19,60.32,0.31
Norway,NOR,2006,10,5.80,8.49,9.03,7.45,7.12,0.00,0.00,3.96,74114.70,97.25,77.68,0.74
