Country,Code,Year,dummy,Law Prop.Rights,Sound Money,polity,prev Law,prev Money,prev polity,prev GDP,GDP per capita in USD
Jamaica,JAM,2009,,4.88,8.22,9,5,7.66,9,5119.34,4489.27
Jamaica,JAM,2006,,4.7,8.86,9,4.84,8.64,9,4238.32,4487.5
Bulgaria,BGR,2006,,5.24,8.76,9,4.98,8.89,9,3852.98,4455.69
Albania,ALB,2011,,4.97,9.78,9,5.36,9.73,9,4094.36,4437.81
Albania,ALB,2013,,4.67,9.72,9,4.56,9.71,9,4247.49,4411.26
Montenegro,MNE,2006,,5.72,7.8,9,5.56,7.13,6,3674.53,4383.6
Venezuela,VEN,1980,,6.22,7.4,9,2.78,7.12,9,2351.11,4375.36
Albania,ALB,2008,,5.41,9.4,9,5.07,9.42,9,3603.01,4370.54
Panama,PAN,2004,,4.8,9.67,9,4.76,9.75,9,4038.46,4348.66
Albania,ALB,2012,,4.56,9.71,9,4.97,9.78,9,4437.81,4247.49
Trinidad & Tob.,TTO,1995,,5.91,8.61,9,6.19,5.94,9,4147.63,4246.37
Peru,PER,2008,,5.08,9.02,9,4.88,9.17,9,3611.2,4244.54
Jamaica,JAM,2005,,4.84,8.64,9,5.01,8.69,9,3853.61,4238.32
Peru,PER,2009,,5.09,9.23,9,5.08,9.02,9,4244.54,4178.82
Trinidad & Tob.,TTO,1990,,6.19,5.94,9,4.78,6.16,9,6299.17,4147.63
Albania,ALB,2009,,5.65,9.63,9,5.41,9.4,9,4370.54,4114.14
Albania,ALB,2010,,5.36,9.73,9,5.65,9.63,9,4114.14,4094.36
Estonia,EST,2000,,6.73,8.67,9,7.44,2.3,6,3044.38,4070.03
Macedonia,MKD,2007,,5.06,7.92,9,4.47,8.3,9,3351.3,4063.75
Panama,PAN,2003,,4.76,9.75,9,4.18,9.72,9,3902.53,4038.46
South Africa,ZAF,1995,,6.11,6.44,9,2.93,5.81,5,3182.21,3973.93
Panama,PAN,2002,,4.18,9.72,9,4.67,9.67,9,3825.05,3902.53
Jamaica,JAM,2004,,5.01,8.69,9,4.78,8.98,9,3581.16,3853.61
Bulgaria,BGR,2005,,4.98,8.89,9,5.21,8.7,9,3353.56,3852.98
Panama,PAN,2000,,5.69,9.58,9,6.18,9.5,9,2887.41,3836.73
Panama,PAN,2001,,4.67,9.67,9,5.69,9.58,9,3836.73,3825.05
South Africa,ZAF,2003,,6.44,7.97,9,6.07,7.73,9,2535.49,3799.44
Jamaica,JAM,2002,,4.74,8.97,9,5.6,9,9,3487.9,3706.78
Poland,POL,1995,,6.84,6.03,9,6.19,2.5,5,1698.01,3612.16
Peru,PER,2007,,4.88,9.17,9,4.93,9.44,9,3143.55,3611.2
Albania,ALB,2007,,5.07,9.42,9,4.91,9.57,9,3005.01,3603.01
Jamaica,JAM,2003,,4.78,8.98,9,4.74,8.97,9,3706.78,3581.16
Israel,ISR,1975,,6.16,5.37,9,6.47,6.37,9,1806.42,3570.76
Romania,ROU,2004,,5.26,6.54,9,5.52,6.62,8,2774.96,3552.92
Jamaica,JAM,2001,,5.6,9,9,5.58,8.72,9,3448.45,3487.9
Jamaica,JAM,2000,,5.58,8.72,9,5.54,6.1,9,2330.36,3448.45
Portugal,PRT,1980,,8,5.61,9,1.36,5.58,-88,2127.85,3368.7
Bulgaria,BGR,2004,,5.21,8.7,9,5.3,8.96,9,2693.76,3353.56
Macedonia,MKD,2006,,4.47,8.3,9,4.27,7.59,9,3063.6,3351.3
Venezuela,VEN,1985,,5.25,8.34,9,6.22,7.4,9,4375.36,3309.09
Peru,PER,2006,,4.93,9.44,9,4.56,9.68,9,2714.48,3143.55
South Africa,ZAF,2000,,6.54,7.85,9,6.11,6.44,9,3973.93,3099.13
Macedonia,MKD,2005,,4.27,7.59,9,3.73,8.25,9,2787.77,3063.6
Albania,ALB,2006,,4.91,9.57,9,4.8,9.64,9,2709.14,3005.01
Panama,PAN,1995,,6.18,9.5,9,3.75,9.79,8,2150.21,2887.41
Thailand,THA,2005,,6.28,6.76,9,5.9,7.06,9,2643.48,2874.39
Thailand,THA,1995,,5.41,9.46,9,6.43,7.97,3,1508.29,2856.25
Turkey,TUR,1990,,4.48,3.87,9,5.85,2.68,7,1367.17,2790.58
Macedonia,MKD,2004,,3.73,8.25,9,3.76,8.15,9,2431.84,2787.77
Peru,PER,2005,,4.56,9.68,9,4.65,9.61,9,2445.45,2714.48
Albania,ALB,2005,,4.8,9.64,9,4.58,9.66,7,2416.59,2709.14
South Africa,ZAF,2001,,6.64,7.86,9,6.54,7.85,9,3099.13,2705.78
Bulgaria,BGR,2003,,5.3,8.96,9,4.68,8.18,9,2079.23,2693.76
Thailand,THA,2004,,5.9,7.06,9,6.03,7.14,9,2349.38,2643.48
South Africa,ZAF,2002,,6.07,7.73,9,6.64,7.86,9,2705.78,2535.49
Peru,PER,2004,,4.65,9.61,9,4.64,9.56,9,2191.37,2445.45
Venezuela,VEN,1990,,5.7,4.74,9,5.25,8.34,9,3309.09,2367.72
Venezuela,VEN,1975,,2.78,7.12,9,4.38,9.71,9,1121.28,2351.11
Thailand,THA,2003,,6.03,7.14,9,6.41,6.72,9,2093.98,2349.38
Jamaica,JAM,1995,,5.54,6.1,9,4.23,4.96,10,1921.43,2330.36
Moldova,MDA,2013,,5,7.64,9,5.31,7.74,9,2046.54,2243.98
Peru,PER,2003,,4.64,9.56,9,4,9.72,9,2046.38,2191.37
Ecuador,ECU,1995,,4.49,6.47,9,5.21,3.98,9,1491.4,2135.63
Thailand,THA,2002,,6.41,6.72,9,6.17,6.67,9,1896.97,2093.98
Bulgaria,BGR,2002,,4.68,8.18,9,4.85,6.32,9,1762.46,2079.23
Moldova,MDA,2012,,5.31,7.74,9,5.5,7.55,9,1970.57,2046.54
Peru,PER,2002,,4,9.72,9,4.23,9.49,9,1964.57,2046.38
Thailand,THA,2000,,5.99,6.61,9,5.41,9.46,9,2856.25,2016.04
Moldova,MDA,2011,,5.5,7.55,9,5.48,7.38,9,1631.54,1970.57
Peru,PER,2001,,4.23,9.49,9,3.94,8.79,-88,1967.24,1964.57
Thailand,THA,2001,,6.17,6.67,9,5.99,6.61,9,2016.04,1896.97
Nicaragua,NIC,2013,,4.69,8.6,9,4.94,8.49,9,1779.87,1824.99
Nicaragua,NIC,2012,,4.94,8.49,9,4.8,8.49,9,1679.75,1779.87
Bulgaria,BGR,2001,,4.85,6.32,9,5.41,3.23,8,1609.28,1762.46
Moldova,MDA,2008,,6.38,7.22,9,5.79,6.84,9,1230.43,1695.97
Nicaragua,NIC,2011,,4.8,8.49,9,4.53,8.29,9,1523.48,1679.75
Moldova,MDA,2010,,5.48,7.38,9,5.55,7.74,9,1525.53,1631.54
Uruguay,URY,1985,,5.38,3.71,9,5.61,4.18,-7,3485.53,1571.1
Moldova,MDA,2009,,5.55,7.74,9,6.38,7.22,9,1695.97,1525.53
Nicaragua,NIC,2010,,4.53,8.29,9,4.42,8.71,9,1478.97,1523.48
Nicaragua,NIC,2008,,4.56,8.03,9,4.66,8.62,9,1350.59,1517.8
Ecuador,ECU,1990,,5.21,3.98,9,5.25,6.89,8,1895.77,1491.4
Nicaragua,NIC,2009,,4.42,8.71,9,4.56,8.03,9,1517.8,1478.97
India,IND,2011,,5.68,6.67,9,5.55,6.42,9,1387.88,1471.66
India,IND,2013,,5.26,6.72,9,5.6,6.73,9,1449.66,1455.1
India,IND,2012,,5.6,6.73,9,5.68,6.67,9,1471.66,1449.66
India,IND,2010,,5.55,6.42,9,5.78,6.55,9,1124.52,1387.88
Nicaragua,NIC,2007,,4.66,8.62,9,4.32,8.67,8,1245.14,1350.59
Kenya,KEN,2013,,4.98,8.9,9,4.91,8.78,8,1184.92,1257.2
Moldova,MDA,2007,,5.79,6.84,9,5.38,6.97,9,950.65,1230.43
India,IND,2009,,5.78,6.55,9,6.05,6.69,9,1022.58,1124.52
India,IND,2007,,6.03,6.71,9,6.15,6.7,9,816.73,1050.02
India,IND,2008,,6.05,6.69,9,6.03,6.71,9,1050.02,1022.58
Bolivia,BOL,2000,,3.43,9.32,9,5.94,8.1,9,887.47,1007
Bolivia,BOL,2001,,2.95,9.58,9,3.43,9.32,9,1007,958.24
Moldova,MDA,2006,,5.38,6.97,9,5.3,6.65,9,831.21,950.65
Bolivia,BOL,2002,,3.03,9.69,9,2.95,9.58,9,958.24,913.58
Bolivia,BOL,1995,,5.94,8.1,9,3.17,5.59,9,709.95,887.47
Bolivia,BOL,1985,,1.67,0,9,2.32,5.38,-7,811.78,865.69
Moldova,MDA,2005,,5.3,6.65,9,5.39,6.01,8,720.94,831.21
India,IND,2006,,6.15,6.7,9,6.51,6.84,9,729,816.73
India,IND,2005,,6.51,6.84,9,5.78,6.95,9,640.6,729
Bolivia,BOL,1990,,3.17,5.59,9,1.67,0,9,865.69,709.95
India,IND,2004,,5.78,6.95,9,5.28,7.04,9,557.9,640.6
India,IND,2003,,5.28,7.04,9,5.46,6.88,9,480.62,557.9
India,IND,2002,,5.46,6.88,9,5.71,6.91,9,460.83,480.62
India,IND,2001,,5.71,6.91,9,5.99,6.88,9,452.41,460.83
India,IND,2000,,5.99,6.88,9,5.87,6.5,9,381.53,452.41
India,IND,1995,,5.87,6.5,9,4.39,6.63,8,375.15,381.53
Madagascar,MDG,1995,,5.09,2.82,9,3.09,5.79,-6,266.89,234.89
Norway,NOR,2013,,8.59,9.42,10,8.59,9.44,10,101563.7,102832.26
Norway,NOR,2012,,8.59,9.44,10,8.61,9.37,10,100575.12,101563.7
Norway,NOR,2011,,8.61,9.37,10,8.65,9.32,10,87646.27,100575.12
Norway,NOR,2008,,8.82,9.3,10,8.95,9.24,10,85128.66,96880.51
Switzerland,CHE,2011,,8.56,9.33,10,8.55,9.39,10,74277.12,88002.61
Norway,NOR,2010,,8.65,9.32,10,8.76,9.24,10,80017.78,87646.27
Norway,NOR,2007,,8.95,9.24,10,8.49,9.03,10,74114.7,85128.66
Switzerland,CHE,2013,,8.29,9.7,10,8.36,9.4,10,83208.69,84669.29
Switzerland,CHE,2012,,8.36,9.4,10,8.56,9.33,10,88002.61,83208.69
Norway,NOR,2009,,8.76,9.24,10,8.82,9.3,10,96880.51,80017.78
Switzerland,CHE,2010,,8.55,9.39,10,8.51,9.29,10,69672,74277.12
Norway,NOR,2006,,8.49,9.03,10,8.97,9.2,10,66775.39,74114.7
Switzerland,CHE,2008,,8.5,9.4,10,8.71,9.77,10,63223.47,72119.56
Switzerland,CHE,2009,,8.51,9.29,10,8.5,9.4,10,72119.56,69672
Australia,AUS,2012,,7.77,9.51,10,8.01,9.41,10,62216.55,67646.1
Australia,AUS,2013,,7.87,9.25,10,7.77,9.51,10,67646.1,67627.77
Norway,NOR,2005,,8.97,9.2,10,8.58,8.99,10,57570.27,66775.39
Denmark,DNK,2008,,8.79,9.37,10,9,9.36,10,58501.14,64181.99
Switzerland,CHE,2007,,8.71,9.77,10,8.72,9.56,10,57348.93,63223.47
Australia,AUS,2011,,8.01,9.41,10,8.09,9.47,10,51845.65,62216.55
Ireland,IRL,2007,,7.87,9.59,10,7.76,9.52,10,54285.75,61313.58
Denmark,DNK,2011,,8.16,9.67,10,8.67,9.6,10,57647.67,61304.06
Ireland,IRL,2008,,7.89,9.48,10,7.87,9.59,10,61313.58,61189.73
Sweden,SWE,2013,,7.86,9.8,10,8.16,9.72,10,57134.08,60283.25
Denmark,DNK,2013,,8.09,9.77,10,7.98,9.61,10,57636.13,59818.63
Sweden,SWE,2011,,8.23,9.63,10,8.38,9.64,10,52076.43,59593.68
Denmark,DNK,2007,,9,9.36,10,9.03,9.36,10,52041,58501.14
Denmark,DNK,2009,,8.52,9.49,10,8.79,9.37,10,64181.99,57895.5
Denmark,DNK,2010,,8.67,9.6,10,8.52,9.49,10,57895.5,57647.67
Denmark,DNK,2012,,7.98,9.61,10,8.16,9.67,10,61304.06,57636.13
Norway,NOR,2004,,8.58,8.99,10,8.98,8.98,10,50111.65,57570.27
Switzerland,CHE,2006,,8.72,9.56,10,8.72,9.61,10,54797.55,57348.93
Sweden,SWE,2012,,8.16,9.72,10,8.23,9.63,10,59593.68,57134.08
Netherlands,NLD,2008,,8.1,9.52,10,8.24,9.57,10,51241.32,56928.82
Sweden,SWE,2008,,8.41,9.37,10,8.44,9.47,10,53324.38,55746.84
Switzerland,CHE,2005,,8.72,9.61,10,8.44,9.63,10,53255.98,54797.55
Ireland,IRL,2006,,7.76,9.52,10,7.71,9.65,10,50815.64,54285.75
Netherlands,NLD,2011,,8.27,9.54,10,8.1,9.56,10,50341.25,53537.28
Finland,FIN,2008,,8.8,9.47,10,9.14,9.51,10,48288.55,53401.31
Sweden,SWE,2007,,8.44,9.47,10,8.29,9.61,10,46256.47,53324.38
Switzerland,CHE,2004,,8.44,9.63,10,8.42,9.59,10,47960.56,53255.98
United States,USA,2013,,6.97,9.42,10,7.02,9.32,10,51456.66,52980.04
Ireland,IRL,2011,,7.92,9.59,10,7.79,9.48,10,48260.67,52828.42
Canada,CAN,2012,,7.99,9.38,10,8.12,9.12,10,52086.53,52733.47
Canada,CAN,2013,,7.99,9.47,10,7.99,9.38,10,52733.47,52305.26
Canada,CAN,2011,,8.12,9.12,10,8.16,9.46,10,47463.63,52086.53
Sweden,SWE,2010,,8.38,9.64,10,8.41,9.57,10,46207.06,52076.43
Denmark,DNK,2006,,9.03,9.36,10,8.99,9.49,10,48816.84,52041
Netherlands,NLD,2009,,8,9.5,10,8.1,9.52,10,56928.82,51900.34
Ireland,IRL,2009,,7.91,9.12,10,7.89,9.48,10,61189.73,51900.27
Australia,AUS,2010,,8.09,9.47,10,8.11,9.62,10,42715.13,51845.65
Ireland,IRL,2013,,7.98,9.72,10,7.93,9.67,10,48976.93,51814.86
United States,USA,2012,,7.02,9.32,10,6.96,9.31,10,49781.36,51456.66
Netherlands,NLD,2013,,8.03,9.66,10,8.15,9.52,10,49474.71,51425.08
Austria,AUT,2008,,8.38,9.54,10,8.66,9.56,10,46586.65,51386.38
Netherlands,NLD,2007,,8.24,9.57,10,8.39,9.46,10,44453.97,51241.32
Austria,AUT,2011,,8,9.59,10,8.08,9.64,10,46659.84,51123.56
Ireland,IRL,2005,,7.71,9.65,10,7.82,9.71,10,47641.01,50815.64
Finland,FIN,2011,,8.91,9.48,10,8.85,9.62,10,46205.17,50787.56
Austria,AUT,2013,,8,9.63,10,7.99,9.54,10,48324.25,50557.8
Netherlands,NLD,2010,,8.1,9.56,10,8,9.5,10,51900.34,50341.25
Norway,NOR,2003,,8.98,8.98,10,8.17,9.01,10,43061.15,50111.65
United States,USA,2011,,6.96,9.31,10,7.14,9.68,10,48374.06,49781.36
Australia,AUS,2008,,8.18,9.43,10,8.41,9.5,10,40957.83,49628.12
Finland,FIN,2013,,8.85,9.55,10,8.9,9.44,10,47415.56,49492.83
Netherlands,NLD,2012,,8.15,9.52,10,8.27,9.54,10,53537.28,49474.71
Ireland,IRL,2012,,7.93,9.67,10,7.92,9.59,10,52828.42,48976.93
Denmark,DNK,2005,,8.99,9.49,10,8.72,9.65,10,46487.51,48816.84
Switzerland,CHE,1995,,9.14,9.63,10,8.35,9.72,10,38332.15,48540.58
United Kingdom,GBR,2007,,7.64,9.44,10,7.98,9.4,10,42534.31,48428.16
United States,USA,2008,,7.41,9.69,10,7.45,9.74,10,48061.54,48401.43
United States,USA,2010,,7.14,9.68,10,7.19,9.6,10,47001.56,48374.06
Austria,AUT,2012,,7.99,9.54,10,8,9.59,10,51123.56,48324.25
Finland,FIN,2007,,9.14,9.51,10,9.11,9.52,10,41120.68,48288.55
Ireland,IRL,2010,,7.79,9.48,10,7.91,9.12,10,51900.27,48260.67
United States,USA,2007,,7.45,9.74,10,7.36,9.66,10,46437.07,48061.54
Switzerland,CHE,2003,,8.42,9.59,10,8.17,9.71,10,41336.72,47960.56
Austria,AUT,2009,,8.24,9.58,10,8.38,9.54,10,51386.38,47654.19
Ireland,IRL,2004,,7.82,9.71,10,7.48,9.66,10,41170.07,47641.01
Canada,CAN,2010,,8.16,9.46,10,8.1,9.55,10,40764.14,47463.63
Finland,FIN,2012,,8.9,9.44,10,8.91,9.48,10,50787.56,47415.56
Finland,FIN,2009,,8.75,9.55,10,8.8,9.47,10,53401.31,47107.16
United States,USA,2009,,7.19,9.6,10,7.41,9.69,10,48401.43,47001.56
Japan,JPN,2012,,7.47,9.84,10,7.43,9.88,10,46203.71,46679.27
Austria,AUT,2010,,8.08,9.64,10,8.24,9.58,10,47654.19,46659.84
Austria,AUT,2007,,8.66,9.56,10,8.72,9.54,10,40430.99,46586.65
Denmark,DNK,2004,,8.72,9.65,10,8.92,9.73,10,40458.77,46487.51
Germany,DEU,2013,,7.76,9.59,10,7.94,9.49,10,44010.93,46441.68
United States,USA,2006,,7.36,9.66,10,7.54,9.76,10,44307.92,46437.07
Canada,CAN,2008,,8.24,9.54,10,8.42,9.5,10,44328.48,46400.44
Sweden,SWE,2006,,8.29,9.61,10,8.17,9.71,10,43085.35,46256.47
Sweden,SWE,2009,,8.41,9.57,10,8.41,9.37,10,55746.84,46207.06
Finland,FIN,2010,,8.85,9.62,10,8.75,9.55,10,47107.16,46205.17
Japan,JPN,2011,,7.43,9.88,10,7.52,9.89,10,42909.23,46203.71
Germany,DEU,2011,,7.99,9.56,10,7.97,9.59,10,41788.04,45936.08
Germany,DEU,2008,,8.2,9.51,10,8.52,9.5,10,41814.82,45699.2
United Kingdom,GBR,2008,,7.81,9.41,10,7.64,9.44,10,48428.16,45195.16
Netherlands,NLD,2006,,8.39,9.46,10,8.36,9.46,10,41577.16,44453.97
Canada,CAN,2007,,8.42,9.5,10,8.22,9.68,10,40243.55,44328.48
United States,USA,2005,,7.54,9.76,10,8,9.73,10,41921.81,44307.92
Germany,DEU,2012,,7.94,9.49,10,7.99,9.56,10,45936.08,44010.93
Sweden,SWE,2005,,8.17,9.71,10,7.7,9.78,10,42442.22,43085.35
Norway,NOR,2002,,8.17,9.01,10,8.34,8.89,10,38549.59,43061.15
Japan,JPN,2010,,7.52,9.89,10,7.48,9.77,10,39322.6,42909.23
Australia,AUS,2009,,8.11,9.62,10,8.18,9.43,10,49628.12,42715.13
United Kingdom,GBR,2006,,7.98,9.4,10,8.27,9.45,10,40047.91,42534.31
Japan,JPN,1995,,8.13,9.72,10,7.73,9.8,10,25123.63,42522.07
Sweden,SWE,2004,,7.7,9.78,10,8.54,9.72,10,36961.43,42442.22
United Kingdom,GBR,2013,,7.81,9.72,10,7.83,9.76,10,41294.51,42309.04
New Zealand,NZL,2013,,8.77,9.48,10,8.76,9.62,10,39504.96,42308.18
United States,USA,2004,,8,9.73,10,8.06,9.82,10,39677.2,41921.81
Germany,DEU,2007,,8.52,9.5,10,8.7,9.47,10,36447.87,41814.82
Germany,DEU,2010,,7.97,9.59,10,8.21,9.53,10,41732.71,41788.04
Germany,DEU,2009,,8.21,9.53,10,8.2,9.51,10,45699.2,41732.71
Netherlands,NLD,2005,,8.36,9.46,10,8.25,9.54,10,39954.64,41577.16
Switzerland,CHE,2002,,8.17,9.71,10,8.6,9.74,10,38538.64,41336.72
United Kingdom,GBR,2012,,7.83,9.76,10,7.97,9.56,10,41020.38,41294.51
Ireland,IRL,2003,,7.48,9.66,10,7.41,9.64,10,32537.96,41170.07
Finland,FIN,2006,,9.11,9.52,10,9.07,9.58,10,38969.17,41120.68
United Kingdom,GBR,2011,,7.97,9.56,10,7.97,9.58,10,38292.87,41020.38
Australia,AUS,2007,,8.41,9.5,10,8.43,9.46,10,36084.86,40957.83
Canada,CAN,2009,,8.1,9.55,10,8.24,9.54,10,46400.44,40764.14
Italy,ITA,2008,,5.7,9.48,10,5.96,9.52,10,37716.45,40659.67
Denmark,DNK,2003,,8.92,9.73,10,8.74,9.74,10,33228.69,40458.77
Austria,AUT,2006,,8.72,9.54,10,8.68,9.55,10,38242.04,40430.99
Canada,CAN,2006,,8.22,9.68,10,8.08,9.68,10,36028.23,40243.55
United Kingdom,GBR,2005,,8.27,9.45,10,8.36,9.43,10,38305.87,40047.91
Netherlands,NLD,2004,,8.25,9.54,10,8.34,9.56,10,35245.16,39954.64
United States,USA,2003,,8.06,9.82,10,8.03,9.8,10,38166.04,39677.2
New Zealand,NZL,2012,,8.76,9.62,10,8.79,9.56,10,37896.85,39504.96
Japan,JPN,2009,,7.48,9.77,10,7.45,9.77,10,37865.62,39322.6
Finland,FIN,2005,,9.07,9.58,10,8.68,9.66,10,37636.11,38969.17
Belgium,BEL,2006,,7.11,9.51,10,6.97,9.53,10,36967.28,38852.36
Japan,JPN,2013,,7.64,9.77,10,7.47,9.84,10,46679.27,38633.71
Norway,NOR,2001,,8.34,8.89,10,8.85,9.03,10,38146.72,38549.59
Switzerland,CHE,2001,,8.6,9.74,10,9.27,9.7,10,37813.23,38538.64
Italy,ITA,2011,,5.91,9.66,10,5.95,9.66,10,35877.87,38364.94
Switzerland,CHE,1990,,8.35,9.72,10,8.35,9.66,10,16613.63,38332.15
United Kingdom,GBR,2004,,8.36,9.43,10,8.6,9.41,10,32575.09,38305.87
United Kingdom,GBR,2010,,7.97,9.58,10,7.98,9.5,10,37166.28,38292.87
Austria,AUT,2005,,8.68,9.55,10,8.29,9.62,10,36693.4,38242.04
United States,USA,2002,,8.03,9.8,10,8.66,9.73,10,37273.62,38166.04
Norway,NOR,2000,,8.85,9.03,10,9.19,9.47,10,34875.2,38146.72
New Zealand,NZL,2011,,8.79,9.56,10,8.69,9.65,10,33394.07,37896.85
Japan,JPN,2008,,7.45,9.77,10,7.69,9.78,10,34033.7,37865.62
Switzerland,CHE,2000,,9.27,9.7,10,9.14,9.63,10,48540.58,37813.23
Italy,ITA,2007,,5.96,9.52,10,6.08,9.42,10,33426.17,37716.45
Finland,FIN,2004,,8.68,9.66,10,8.98,9.63,10,32816.16,37636.11
Japan,JPN,2000,,8.18,9.65,10,8.13,9.72,10,42522.07,37299.64
United States,USA,2001,,8.66,9.73,10,9.23,9.78,10,36449.86,37273.62
United Kingdom,GBR,2009,,7.98,9.5,10,7.81,9.41,10,45195.16,37166.28
Italy,ITA,2009,,5.82,9.58,10,5.7,9.48,10,40659.67,36995.11
Belgium,BEL,2005,,6.97,9.53,10,6.69,9.61,10,35589.71,36967.28
Sweden,SWE,2003,,8.54,9.72,10,8.21,9.64,10,29571.7,36961.43
Austria,AUT,2004,,8.29,9.62,10,8.37,9.65,10,32102.93,36693.4
United States,USA,2000,,9.23,9.78,10,8.76,9.76,10,28782.18,36449.86
Germany,DEU,2006,,8.7,9.47,10,8.8,9.53,10,34696.62,36447.87
Japan,JPN,2004,,7.45,9.6,10,7.69,9.59,10,33690.94,36441.5
Israel,ISR,2013,,5.89,9.59,10,6.06,9.39,10,32818.86,36281.2
Australia,AUS,2006,,8.43,9.46,10,8.48,9.44,10,33982.95,36084.86
Canada,CAN,2005,,8.08,9.68,10,7.98,9.3,10,31830.01,36028.23
Italy,ITA,2010,,5.95,9.66,10,5.82,9.58,10,36995.11,35877.87
Japan,JPN,2005,,7.88,9.66,10,7.45,9.6,10,36441.5,35781.17
Belgium,BEL,2004,,6.69,9.61,10,6.92,9.66,10,30743.96,35589.71
Spain,ESP,2008,,6.68,9.53,10,6.93,9.57,10,32709.4,35578.74
Italy,ITA,2013,,5.72,9.83,10,5.93,9.66,10,34844.5,35420.88
Denmark,DNK,1995,,9.09,9.77,10,8.35,9.46,10,26861.8,35351.38
Netherlands,NLD,2003,,8.34,9.56,10,8.41,9.51,10,28817.32,35245.16
Cyprus,CYP,2008,,7.09,9.3,10,7.2,9.36,10,30915.49,34950.35
Norway,NOR,1995,,9.19,9.47,10,8.35,8.73,10,28242.94,34875.2
Italy,ITA,2012,,5.93,9.66,10,5.91,9.66,10,38364.94,34844.5
Germany,DEU,2005,,8.8,9.53,10,8.37,9.54,10,34165.93,34696.62
Germany,DEU,2004,,8.37,9.54,10,8.43,9.59,10,30359.95,34165.93
Japan,JPN,2006,,7.8,9.72,10,7.88,9.66,10,35781.17,34075.98
Japan,JPN,2007,,7.69,9.78,10,7.8,9.72,10,34075.98,34033.7
Australia,AUS,2005,,8.48,9.44,10,8.23,9.36,10,30440.85,33982.95
Israel,ISR,2011,,6.23,9.08,10,6.16,8.96,10,30736.36,33707.32
Japan,JPN,2003,,7.69,9.59,10,6.98,9.43,10,31235.59,33690.94
Italy,ITA,2006,,6.08,9.42,10,6.23,9.52,10,31973.93,33426.17
New Zealand,NZL,2010,,8.69,9.65,10,8.65,9.7,10,27998.57,33394.07
Denmark,DNK,2002,,8.74,9.74,10,9.22,9.73,10,30751.65,33228.69
Israel,ISR,2012,,6.06,9.39,10,6.23,9.08,10,33707.32,32818.86
Finland,FIN,2003,,8.98,9.63,10,9.06,9.63,10,26834.03,32816.16
Japan,JPN,2001,,7.16,9.59,10,8.18,9.65,10,37299.64,32716.42
Spain,ESP,2007,,6.93,9.57,10,6.83,9.49,10,28482.61,32709.4
United Kingdom,GBR,2003,,8.6,9.41,10,8.54,9.48,10,28301.21,32575.09
Ireland,IRL,2002,,7.41,9.64,10,8.42,9.57,10,28212.59,32537.96
New Zealand,NZL,2007,,8.72,9.7,10,8.17,9.54,10,26630.36,32382.27
Spain,ESP,2009,,6.67,9.57,10,6.68,9.53,10,35578.74,32333.47
Austria,AUT,2003,,8.37,9.65,10,8.26,9.63,10,26351.38,32102.93
Italy,ITA,2005,,6.23,9.52,10,5.95,9.56,10,31188.62,31973.93
Cyprus,CYP,2011,,6.77,9.5,10,6.88,9.44,10,30438.9,31836.62
Spain,ESP,2011,,6.85,9.68,10,6.76,9.67,10,30737.83,31832.24
Canada,CAN,2004,,7.98,9.3,10,8.17,9.25,10,28026.01,31830.01
Germany,DEU,1995,,9.13,9.76,10,8.35,9.67,10,22219.57,31729.7
Greece,GRC,2008,,6.03,9.6,10,6.44,9.61,10,28531.57,31686.65
Cyprus,CYP,2009,,6.95,9.42,10,7.09,9.3,10,34950.35,31673.46
Japan,JPN,2002,,6.98,9.43,10,7.16,9.59,10,32716.42,31235.59
Italy,ITA,2004,,5.95,9.56,10,5.75,9.54,10,27399.1,31188.62
New Zealand,NZL,2008,,8.81,9.61,10,8.72,9.7,10,32382.27,30972.12
Cyprus,CYP,2007,,7.2,9.36,10,7.43,9.19,10,26455.13,30915.49
Denmark,DNK,2001,,9.22,9.73,10,9.54,9.71,10,30743.56,30751.65
Belgium,BEL,2003,,6.92,9.66,10,7.33,9.67,10,25052.33,30743.96
Denmark,DNK,2000,,9.54,9.71,10,9.09,9.77,10,35351.38,30743.56
Spain,ESP,2010,,6.76,9.67,10,6.67,9.57,10,32333.47,30737.83
Israel,ISR,2010,,6.16,8.96,10,6,8.84,10,27795.88,30736.36
Australia,AUS,2004,,8.23,9.36,10,8.45,9.28,10,23440.01,30440.85
Cyprus,CYP,2010,,6.88,9.44,10,6.95,9.42,10,31673.46,30438.9
Germany,DEU,2003,,8.43,9.59,10,8.37,9.59,10,25205.16,30359.95
Austria,AUT,1995,,8.85,9.55,10,8.35,9.63,10,21628.76,30252.79
Sweden,SWE,1990,,8.35,8.03,10,7.41,8.1,10,13474.16,30162.32
Sweden,SWE,1995,,8.85,9.54,10,8.35,8.03,10,30162.32,29914.33
Israel,ISR,2008,,5.95,9.07,10,6.02,9.27,10,25008.6,29657.44
Sweden,SWE,2002,,8.21,9.64,10,8.61,9.71,10,26969.24,29571.7
Greece,GRC,2009,,5.55,9.63,10,6.03,9.6,10,31686.65,29498.32
Spain,ESP,2013,,6.44,9.86,10,6.7,9.74,10,28647.84,29370.66
Sweden,SWE,2000,,9.02,9.84,10,8.85,9.54,10,29914.33,29283.01
Netherlands,NLD,1995,,9.11,9.7,10,8.35,9.64,10,21019.13,28884.71
